artist,genre,guitarKey,lyrics,music,postedBy,song,visits,writer
Rookantha Gunathilaka,New Pop, Ab major ,",|Ab/F#|
|Fm | - |Eb |  -  | 
|Ab | - | - |Ab/F#|
|Fm | - |Eb |  -  | 
|Ebsus| - | - | + |,Ab        Cm        Bbm         Eb7     Ab
දවසක් දා හැන්දෑවක පොතක් බලන්නට සිතුනා 
Ab          Cm        Bbm         Eb7     Ab
හිතුවෙත් නෑ ඒ ජාමෙට ඔබව මතක් වෙයි කියලා,Gdim            
ඈ මගේ ගතේ හැඟුමන් පෙලා
Eb           Ab
ඈ මගේ සිතේ සක්මන් කලා
Gdim 
මා දිහා බලා සුසුමන් සලා 
Eb           Ab
ආදරෙයි කියා නොකියා ගියා 
Ab          Bbm  Eb7  Ab
කියා පොතේ ලියවී තිබුනා
Ab         Eb    Eb7   Ab
රේණු රේණු මල් මිටේ රේණු 
Ab         Eb    Eb7   Ab
ඈට පෙම් කරන්න මට බෑ ලූ
Ab     Bbm     Cm     Bbm    Ab   
රන් සමනල තටු මට ලැබෙන්නෙ නෑ ලූ
Ab         Eb    Eb7   Ab
රොන් පීරී සැලෙන්න මල් රේණූ,| Ab | - | - | - |
 | Fm | - |Ab | - |
 | Fm | - |Ab | - |
 | Fm | - | C | - |
 | Fm | - |Fm |Ab |
 |Ebsus|+ |,Ab          Cm
සද වත දෝ මා දුටුවේ
Bbm          Eb7    Ab
ඔබෙ ගත දෝ මා දුටුවේ
Ab         F#
සිතුවම් දෝ මා දුටුවේ
Ab          Eb7     Ab
හැබහින් දෝ ඔබ දුටුවේ,,,|Ab/F#|
|Fm | - |Eb |  -  | 
|Ab | - | - |Ab/F#|
|Fm | - |Eb |  -  | 
|Ebsus| - | - | + |,||Ab | - | - | - |
 |Cm | - | - | - |
 |Bbm| - |Eb7| - |
 |Ab | - | - | - ||,||Gdim| - | - | - |
 | Eb | - |Ab | - ||
 | Ab | - |Bbm|Eb7|
 | Ab | - | - | - |

|| Ab | - |Eb |Eb7|
 | Ab | - | - | - ||
 | Ab |Bbm|Cm |Bbm| 
 | Ab | - | - | - |
 | Ab | - |Eb |Eb7|,| Ab | - | - | - |
 | Fm | - |Ab | - |
 | Fm | - |Ab | - |
 | Fm | - | C | - |
 | Fm | - |Fm |Ab |
 |Ebsus|+ |,|Ab | - | - | - |
 |Cm | - | - | - |
 |Bbm| - |Eb7| - |
 |Ab | - | - | - |
 |Ab | - | - | - |
 |F# | - | - | - |
 |Ab | - | - |Eb7|
 |Ab | - | - | - |,",Rookantha Gunathilaka,Harsha Jayamanne,දවසක් දා හැන්දෑවක,"2,893",Rookantha Gunathilaka
,,,,,,,,
Neela Wickramasinghe,,,,,,දස්කොන් සකිසඳ,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Somathilaka Jayamaha,Inspirational, E major ,",|| E | - | - | - ||,A          E                      B
දස බිම්බර මාර සෙනග තණ්හා රති රගා සමග
B  F#m    E  C#m  E         C#m 
පළවා හල වීතරාගි බුදුන් වඩිනවා
  A      E          B7|E|
හද වෙත බුදුන් වඩිනවා //,|| E | B | E | - ||,E  B     C#m    E
සංසාරේ තෙර දකින්න 
E    A    C#m     F#m
බලාපොරොත්තුවෙ ඔරුවෙන් //
E     A     E  F#m     
ගමන් වැඩිය අන්ගී රස 
E              A      E          B7|E|
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා,,E  B        C#m    E
සවණක් බුදු රැස් විහිදා
E    A    C#m    F#m
කරුණාවේ මුදු බැල්මෙන් //
E     A      E    F#m     
මුළු දියතෙහි සිසිල මවා
E              A      E          B7|E|
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා,,E     B     C#m       E
මෙත් ගඟුලේ සෙනෙහෙ ගඟේ
E     A    C#m   F#m
බුදු ගුණ ගී තරඟ නැගේ //
E    A   E    F#m     
සාදු සාදු සාදු සාදු
E              A      E          B7|E|
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා,,,|| E | - | - | - ||,| A | - | E | - |
| E | - | B | - |
| B |F#m| E |C#m|
| E | - |C#m| A |
| E | - |B7 | E |,|| E | B | E | - ||,|| E | B |C#m| E |
 | E | A |C#m|F#m||
 | E | A | E |F#m|
 | E | - |C#m| A |
 | E | - |B7 | E |,",Somathilaka Jayamaha,Harsha Jayamanne,දස බිම්බර මාර,577,Somathilaka Jayamaha
Milton Mallawarachchi,Old Pops,,,Upali Kannangara,Harsha Jayamanne,දෑස රිදෙනවා,"1,675",Daya De Fonseka
W.D.Amaradewa,,,,,,ඔබේ නමින්,,
,,,,,,,,
W.D.Amaradewa,,,,,,දන්නෝ බුදුන් ගේ,,
Sanath Nandasiri,Old Pops, D major ,",| D |C#7| D | - |
| D |Em | A | - |
| A | - |Em | A |
| A |A7 | D | - |,D       A7       D7     G 
දඟකාර ඔය දෑස දුටුවා එදා
D               A
දුර ඈත පාසල් වියේ
D        A7       D7     G 
නොදැනීම අපගේම සිත් යා වුණා
A        A7       D
දසුනින්ම හසුනක් මවා //,D              Em      A
උදයේ හවා ඔබ හමු වී එදා
A        G       D  D7
දෙඩුවා බැඳීලා සෙනේ //
G              Em
දෙකොපුල් විලේ හසරැල් පිපී
A       A7       D
සතුටින් කල් යා වුණා,,D              Em        A
සසරේ සදා අප බැඳෙමුයි පතා
A         G       D  D7
වැඩුණා හදේහී සෙනේ //
G            Em
නිලුපුල් නෙතේ හසරැල් මැකී
A        A7       D
කඳුලින්ම වෙන් වී ගියා,,,| D |C#7| D | - |
| D |Em | A | - |
| A | - |Em | A |
| A |A7 | D | - |,| D |A7 |D7 | G |
| D | - | A | - |
| D |A7 |D7 | G |
| A |A7 | D | - |,| D | - |Em | A |
| A | G | D | - |
| D | - |Em | A |
| A | G | D |D7 |
| G | - |Em | - |
| A |A7 | D | - |,",Ranjith Perera,Harsha Jayamanne,දඟකාර ඔය දෑස,"2,496",Sunil Gunawardhana
,,,,,,,,
Gunadasa Kapuge,"Classics,Duets,Old Pops", D major ,,Austin Munasinghe,Harsha Jayamanne,දම් පාටින් ලා,"2,812",Lushan Bulathsinhala
H.R.Jothipala,Movie Songs, Eb major ,,T F Latif,Harsha Jayamanne,දකින දසුනේ,"1,780",Karunarathna Abeysekara
Victor Rathnayaka,Classics, G major ,"|G/C|G/D| G | C |
|C/G|D/G| C | G |,G
දෛවයෝගයකින් නොවේදෝ
G7    C
හමුවුණේ අප හමු වුණේ
D          D7
දෛවයේ සරදම් ලබන්නට
              D7    G
කිම මෙසේ අප හමුවුණේ //,|Em | - | C | - |
|Bm |D/C| G | - |
|G/D|G/D| D |D7 |,G            G7  C
ඇදුරුතුමියයි ප්‍රේමයේ ඔබ
C           D7    G
ඇදුරුතුමියයි යෞවනේ
Bb        A7 D
ශෝකයේ රුදු වේදනාවේ
D7            G
කඳුළු සයුරේ උල්පතයි,G            G7  C
නඳුන් උයනයි ස්නේහයේ ඔබ
C           D7    G
සඳුන් සිලිලයි ජීවිතේ
Bb       A7 D
සොම්නසේ ආනන්දයේ
D7              G
හසරැල් තරංගේ උල්පතයි,|G/C|G/D| G | C |
|C/G|D/G| C | G |,| G | - | - | - |
|G7 | C | - | - |
| D | - |D7 | - |
|D7 | - |D7 | G |,|Em | - | C | - |
|Bm |D/C| G | - |
|G/D|G/D| D |D7 |,| G | - |G7 | C |
| C | - |D7 | G |
| G | - |G7 | C |
| C | - |D7 | G |
|Bb | - |A7 | D |
|D7 | - | G | - |",Victor Rathnayaka,Harsha Jayamanne,දෛවයෝගයකින්,"1,716",Sunil Ariyarathna
,,,,,,,,
Amarasiri Peiris,"Classics,Request", E minor ,",|Bm | - | D |Bm |
| G |Bm |Em |Bm |
| D | - |Em | - |
| G | D | G | - |
|Am |Em |Bm | - |
| D |Em |,Em      G              D
චාරු දේහේ නුරා මා දෑසේ මැවේ
    Bm       D      Em
රාත්‍රියේ රෑ සඳේ ඈ සිනා ශ්‍රීය දේ
     Em
චාරු දේහේ නුරා,| G |Bm |Em |Bm |
| D | - |Em |Bm |
| G | D | G | - |
|Am |Em |Bm | - |
| D |Em |,G            Am 
පිහින පීනා රසෝගේ සරාගී විලේ 
     G
රාත්‍රි යාමයේ//
      Am            Bm        D
ඈගේ දෑසේ ප්‍රබෝධේ නුරා ගී නැගේ
    Bm       D      Em
ජීවිතේ යෞවනේ ප්‍රේමයේ මී වනේ,,G              Am 
සීත මිහිදුම් වළාවෝ වෙළීලා සඳේ 
     G
 තාරකාවේ//
      Am            Bm        D
මිහි තලාවේ තුසීතේ මැවේ මා හදේ
    Bm       D      Em
ජීවිතේ යෞවනේ ප්‍රේමයේ මී වනේ,,,|Bm | - | D |Bm |
| G |Bm |Em |Bm |
| D | - |Em | - |
| G | D | G | - |
|Am |Em |Bm | - |
| D |Em |,||Em | G | - | D |
 |Bm | D |Em | - ||
 |Em | - |,| G |Bm |Em |Bm |
| D | - |Em |Bm |
| G | D | G | - |
|Am |Em |Bm | - |
| D |Em |,| G | - |Am | - |
| G | - | G | - |
|Am | - | G | - |
|Am | - |Bm | D |
|Bm | D |Em | - |,",Amarasiri Pieris,Harsha Jayamanne,චාරු දේහේ නුරා,"1,726",Premakeerthi De Alwis
H.R.Jothipala,"Classics,Duets,Movie Songs", F major ,,R.Muththusami,Harsha Jayamanne,චන්ද්‍රා මෙ රෑ පායා,"1,815",Hurbet M Senevirathna
Sunil Edirisinghe,"Classics,Request", C minor ,",|Cm | - |
| G | - |Bb |Fm |
|Cm | - |Fm | - |
|Eb | - |G/Cm|Cm|,Cm                     G        Ab
චන්ද්‍ර මණ්ඩලේ සැතපුණ පුංචි සාවියේ
Cm       Fm          Cm
මන්ද කියාපන් නොකියා හැංගිලා ගියේ
G                    Ab        Cm
පාන නිවුන සේ පාළුයි ලැයින් කාමරේ
Cm          Fm        Cm
මන්ද නුඹ ගියේ කියපන් පුංචි සාවියේ,| G |Cm | G |Cm |
| G |Fm |Cm |Fm |
|Ab |Cm |Do7| - |
|Cm |G/Cm|,G                             Eb
ලාභ රත්තරන් දිලිසෙන පාළු වීදියේ
Ab         Fm      G          Cm
ගෑනු ළමයි පියාඹලා ඉස්සරත් ගියේ
G                       Ab        Cm
උන්ට සෙයිලමේ මඟතොට පාර වැරදුණේ
Cm        Fm           Cm
අන්න ඒ නිසයි මට දුක රත්තරන් දුවේ,,G                                Eb
මාල බැඳන් සුදු යකඩෙන් රෝස මල් වනේ
Ab         Fm          G          Cm
මාල ගිරව් ගේ දොරකඩ සිංදු කිව් වෙලේ
G                       Ab        Cm
හීනෙනුත් හිතුනෙ නෑ මට මොකද කාරණේ
Cm        Fm        Cm
පාර මතකනම් තාමත් ගේ ලඟයි දුවේ,,,|Cm | - |
| G | - |Bb |Fm |
|Cm | - |Fm | - |
|Eb | - |G/Cm|Cm|,|Cm | - | G |Ab |
|Cm |Fm |Cm | - |
| G | - |Ab |Cm |
|Cm |Fm |Cm | - |,| G |Cm | G |Cm |
| G |Fm |Cm |Fm |
|Ab |Cm |Do7| - |
|Cm |G/Cm|,| G | - | - |Eb |
|Ab |Fm | G |Cm |
| G | - |Ab |Cm |
|Cm |Fm |Cm | - |,",Rohana Weerasingha,Harsha Jayamanne,චන්ද්‍ර මණ්ඩලේ,"30,502",Rathna Sri Wijesinge
Sunil Edirisinghe,Old Pops, F minor/major ,",|Fm | - | - | - |
|Fm |Ab |Bbm| - |
|Eb |Ab |Fm | - |
|Fm | - | - | - |,Fm         Bbm         Fm
චන්ද්‍ර මඬල බැද්ද වටින් මෝදු වෙලා
     F            Bb
කළු නැන්දගෙ දුව යන්ට ගියා 
F         Eb  Fm   
බැල්ම හෙලා   බැල්ම හෙලා //,|Fm |Ab |Bbm| - |
|Eb |Ab |Fm | - |
|Fm | - | - | - |,F     Bbm  F
පාළු පැලේ අඳුර පිරේ
     F        Bb        F
මගෙ පැලට වරෙන් හනික සෝඩි නඟේ //,F     Bbm  F
දුරුතු හඳේ සිහිල වගේ
     F        Bb     F
තනි හිතට මගේ පාළු දැණෙයි නඟේ //,,,|Fm | - | - | - |
|Fm |Ab |Bbm| - |
|Eb |Ab |Fm | - |
|Fm | - | - | - |,|Fm |Bbm|Fm | - |
| F |Bb | F |Eb |
|Fm | - |,|Fm |Ab |Bbm| - |
|Eb |Ab |Fm | - |
|Fm | - | - | - |,|| F |Bbm| F | - |
 | F |Bb | F | - ||,",Rohana Weerasingha,Harsha Jayamanne,චන්ද්‍ර මඬල,"1,006",Kularathna Ariyawansa
Saman De Silva,New Pop, G major  ,"Ad lib,| + |
| G | - | D | - |
| D |D7 | G | - |,G
චන්ඩියා වෙලා එහෙම හිතපු කාලෙ මං
C                      G                                           
පෙන්නුවානෙ මෝඩ කමට මගෙ චන්ඩි කං
G                          
මට මතක් වෙලා ලැජ්ජ හිතෙනවානෙ දැං
    Am         D7          G
ඒව තමයි මගේ පරණ මෝඩ කං//,G                      C
බජාර් එකේ සයිස් දමල නසාර් එක්ක ෆයිට් කරල
D                  D7           G
පටර් ගාල පාර වැදිල කැපිල ගියා මං
G                      C
අතට දුන්න කණ පුරවල රීට පස්සෙ කටට ගහල
D                      D7           G
හොඳට තිබුනු දත් සැට් එක අහිමි වුණා බං,,G                   C
රජා වගේ අඩි හප්පල උජාරුවෙන් වැඩ පෙන්නල
D                  D7           G
අජාසත්ත වී පැරදිල සවුත්තු වුණෙ මං
G             
උඩට ගිහින් බිමට වැටිල 
C
දෙකටනැමිල ගියෙ කොරවෙල
D                    D7           G
මාර වැඩේ සීන් එකෙන් කැපිල ගියා බං,,Ad lib,| + |
| G | - | D | - |
| D |D7 | G | - |,| G | - | - | - |
 | C | - | G | - |
 | G | - | - | - |
||Am |D7 | G | - ||,|| G | - | C | - |
 | D | - |D7 | G ||,",Unknown,Harsha Jayamanne,චන්ඩියා වෙලා,523,Unknown
T.M.Jayarathna,Old Pops,,,Rohana Weerasingha,Harsha Jayamanne,චන්ඩිකමට,835,Kularathna Ariyawansa
H.R.Jothipala,"Golden Pop,Movie Songs,Request", D major  ,,Galagedara M.M.A.Huk,Harsha Jayamanne,චන්දන ඇල්ලෙන්,"1,228",Dharmasiri Gamage
Angelin Gunathilaka,Movie Songs, F major ,",| F |Am |Bb |D7 |
| Gm|C7 | F | - |,F        Bb            
මා එදා දෑසින් සනහා ඔබ දුන් 
Am          F
කැල්මන් හද රැදුනා
       C       Bb C    F
අද එනවයි ඔබ දිව්රා ගියා//,| + | + |Am | - |
|Dm | - |Gm | - |
| C |C7 | F | - |
|Am | - |Dm | - |
|Gm | - | C |C7 | 
| F | - |,F                    Am        Bb|D7
 මන් දැන් ඉන්නේ ආශා ගීතේ කොදුරා
Gm           C         Bb        F
 රන් වන් රන් රේඛා මැද සිහිනේ සගවා
F7   Bb  D7   Gm      F  A7     Dm
 වාසනා මල් නෙලා කිව දේ ගැන හිතා
      Gm            C    C7    F
නාවේ ඇයි නාවේ ඇයි ආදරේ සොයා//,,F                   Am        Bb|D7
 එක්‌වන් වීලා මහාදේ රහසක් සගවා
Gm           C         Bb       F
 යන්තම් වත් මා නෑඔබ ගාවින් ඉදල
F7   Bb D7   Gm        F  A7     Dm
 දෑත දී ලංවෙලා අායේ දැන් තනි උනා
      Gm            C    C7    F
නාවේ ඇයි නාවේ ඇයි ආදරේ සොයා//,,,| F |Am |Bb |D7 |
| Gm|C7 | F | - |,| F | - |
| F | - | - | - |
|Bb | - |Am | - |
| F | - | C | - |
|Bb | C | F | - |,| + | + |Am | - |
|Dm | - |Gm | - |
| C |C7 | F | - |
|Am | - |Dm | - |
|Gm | - | C |C7 | 
| F | - |,| F | - |
 | F | - |Am | - |
 |Bb |D7 |Gm | - |
 | C | - |Bb | - |
|| F | - |F7 | - |
 |Bb |D7 |Gm | - |
 | F |A7 |Dm | - |
 |Gm | - | C |C7 ||
 | F | - |,",Sarath Dasanayaka,Harsha Jayamanne,මා එදා,"1,769",Augustus Winyagarathnam
,,,,,,,,
,,,,,,,,
Somathilaka Jayamaha,Inspirational, C major ,",,බුදු පියාණනේ ඔබේ පාද කරනෙමි පිණිපා,| C | F | - | - |
| C | - | C | F |
| F | - | C | - |
| C | F | C |G7 |,C           F          C
පියෙන් පියට මිහිකත සනහා
F                     C 
බැලූ බැලූ නෙත් සිත් බඳවා
C     G   Bm     G     F|C|
දහම් අමාවෙන් තිලොව තෙමූ
C          (C/G7)C     G7  C    G7    C
බුදු පියාණනේ     ඔබේ පාද කරනෙමි පිණිපා//,,C         F         C
සසර සයුරකට නෞකාවයි
F                     C 
නිමල අමිල නෙත් සිළිලාරයි
C      G   Bm   G      F|C|
ලොවේ අනගි ගුණදම් මුහුදයි
C         (C/G7)C     G7  C    G7    C
බුදු පියා මගේ   භවේ අඳුර නැසු මිණි පහනයි//,VERSE 3
C             F             C
හිමියෙනි ඔබෙ මොක් මග හමුවේ
F                           C 
හැදෙමි බැඳෙමි නැහැවෙමි නිබඳේ
C     G     Bm G       F|C|
තිලෝ තිලක සම්බුදු සමිඳේ
C          (C/G7)C   G7    C    G7    C
මම දිවා රැයේ    ගිලී නහමි මියකැන් දහරේ //,,,| C | F | - | - |
| C | - | C | F |
| F | - | C | - |
| C | F | C |G7 |,| C | - | F | - |
| C | - | F | - |
| F | - | C | - |
| C | G |Bm | G |
| F | C|| - | - |
| C |G7 | C |G7 |
| C |G7 | C | - ||",Somathilaka Jayamaha,Harsha Jayamanne,බුදු පියාණනේ,"3,033",Somathilaka Jayamaha
